N,종목명,현재가,전일비,등락률,액면가,전일거래량,PER,PBR,PBR_weighted
559.0,TIGER 헬스케어,30650.0,상승  120,+0.39%,0.0,26911.0,,,
560.0,동국홀딩스,8140.0,하락  90,-1.09%,5000.0,66624.0,0.86,0.15,0.18
561.0,토니모리,10690.0,상승  50,+0.47%,200.0,1258660.0,105.84,2.66,3.192
562.0,ACE 미국빅테크TOP7 Plus,14125.0,하락  200,-1.40%,0.0,373898.0,,,
563.0,한화갤러리아,1320.0,상승  7,+0.53%,500.0,754850.0,-9.57,0.31,0.372
564.0,한국토지신탁,1011.0,보합0,0.00%,1000.0,171432.0,-30.64,0.22,0.264
565.0,스카이라이프,5370.0,하락  10,-0.19%,2500.0,22701.0,-2.5,0.37,0.444
566.0,웅진씽크빅,2205.0,하락  35,-1.56%,500.0,270738.0,-8.58,0.81,0.972
567.0,일성아이에스,19050.0,상승  150,+0.79%,1000.0,7921.0,-6.83,0.35,0.42
568.0,서흥,21900.0,하락  100,-0.45%,500.0,9459.0,48.45,0.56,0.672
569.0,부국증권,24300.0,하락  100,-0.41%,5000.0,1303.0,5.67,0.29,0.348
570.0,일양약품,13130.0,상승  20,+0.15%,2500.0,19810.0,-74.6,1.06,1.272
571.0,이수화학,10970.0,상승  60,+0.55%,5000.0,125302.0,-16.42,1.45,1.74
572.0,한국화장품제조,54900.0,상승  900,+1.67%,500.0,1373370.0,28.01,3.53,4.236
573.0,신대양제지,6170.0,상승  10,+0.16%,500.0,66419.0,5.27,0.34,0.40800000000000003
574.0,콘텐트리중앙,12870.0,상승  360,+2.88%,5000.0,16545.0,-2.25,4.72,5.664
575.0,흥국화재,3845.0,보합0,0.00%,5000.0,37567.0,0.79,0.18,0.216
576.0,KBSTAR 25-03 회사채(AA-이상)액티브,50900.0,보합0,0.00%,0.0,234.0,,,
577.0,신한서부티엔디리츠,4405.0,상승  45,+1.03%,1000.0,23906.0,30.8,0.96,1.152
578.0,KODEX 미국S&P500(H),12305.0,하락  20,-0.16%,0.0,254898.0,,,
579.0,한농화성,15710.0,상승  200,+1.29%,500.0,199383.0,17.02,1.48,1.776
580.0,KPX홀딩스,57800.0,상승  600,+1.05%,5000.0,1157.0,4.15,0.24,0.288
581.0,휴스틸,4345.0,보합0,0.00%,1000.0,128188.0,5.44,0.22,0.264
582.0,효성화학,64300.0,"하락  1,600",-2.43%,5000.0,23152.0,-0.66,2.63,3.1559999999999997
583.0,삼영무역,13180.0,하락  160,-1.20%,500.0,5018.0,4.51,0.46,0.552
584.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,40535.0,상승  430,+1.07%,0.0,31.0,,,
585.0,광주신세계,30500.0,상승  50,+0.16%,1000.0,3098.0,5.19,0.3,0.36
586.0,일진다이아,17000.0,상승  230,+1.37%,1000.0,109465.0,26.44,0.6,0.72
587.0,KBSTAR Fn수소경제테마,9725.0,상승  30,+0.31%,0.0,91592.0,,,
588.0,TIGER 차이나CSI300,8985.0,상승  75,+0.84%,0.0,167166.0,,,
589.0,넥센,4485.0,상승  50,+1.13%,500.0,98985.0,3.25,0.2,0.24
590.0,HDC랩스,9200.0,상승  200,+2.22%,500.0,55703.0,19.66,0.85,1.02
591.0,STX,7680.0,상승  230,+3.09%,2500.0,1352796.0,-3.86,3.05,3.6599999999999997
592.0,LG헬로비전,3075.0,상승  20,+0.65%,2500.0,217750.0,-4.21,0.43,0.516
593.0,TIGER 미국필라델피아반도체레버리지(합성),26815.0,상승  165,+0.62%,0.0,144585.0,,,
594.0,YG PLUS,3750.0,상승  10,+0.27%,500.0,86357.0,19.95,1.47,1.764
595.0,TIMEFOLIO 글로벌AI인공지능액티브,20490.0,하락  310,-1.49%,0.0,792264.0,,,
596.0,남선알미늄,1830.0,하락  33,-1.77%,500.0,726464.0,-610.0,0.78,0.9359999999999999
597.0,KODEX AI반도체핵심장비,14225.0,하락  20,-0.14%,0.0,1481383.0,,,
598.0,ACE 24-12 회사채(AA-이상)액티브,104470.0,하락  5,0.00%,0.0,9548.0,,,
599.0,제일약품,15930.0,하락  90,-0.56%,500.0,25835.0,-22.16,1.5,1.7999999999999998
600.0,화승인더,4225.0,상승  100,+2.42%,500.0,210750.0,-12.65,0.67,0.804
601.0,KBSTAR ESG사회책임투자,12235.0,상승  90,+0.74%,0.0,4493.0,,,
602.0,대성에너지,8460.0,상승  30,+0.36%,1000.0,234466.0,12.31,0.69,0.828
603.0,세방,12020.0,상승  30,+0.25%,500.0,49791.0,3.03,0.24,0.288
604.0,동화약품,8280.0,상승  30,+0.36%,1000.0,44330.0,12.94,0.62,0.744
605.0,키움 CD금리투자 ETN,100475.0,보합0,0.00%,0.0,0.0,,,
606.0,하나제약,13000.0,상승  200,+1.56%,500.0,9528.0,10.0,0.82,0.9839999999999999
607.0,ACE KRX금현물,14905.0,상승  140,+0.95%,0.0,150602.0,,,
608.0,대한제분,134900.0,하락  200,-0.15%,5000.0,4158.0,2.61,0.22,0.264
609.0,조선내화,19220.0,하락  190,-0.98%,500.0,52528.0,4.84,1.04,1.248
610.0,디앤디플랫폼리츠,3530.0,보합0,0.00%,1000.0,58900.0,33.3,0.76,0.9119999999999999
611.0,KODEX 26-12 회사채(AA-이상)액티브,10265.0,보합0,0.00%,0.0,6469.0,,,
612.0,HLB글로벌,4750.0,하락  55,-1.14%,500.0,540851.0,-10.28,2.53,3.0359999999999996
613.0,BYC,36050.0,하락  550,-1.50%,500.0,624.0,13.46,0.56,0.672
614.0,KPX케미칼,46350.0,상승  300,+0.65%,5000.0,7168.0,3.76,0.34,0.40800000000000003
615.0,TIGER 미국S&P500TR(H),12660.0,하락  15,-0.12%,0.0,88219.0,,,
616.0,ARIRANG 종합채권(AA-이상)액티브,107005.0,보합0,0.00%,0.0,273.0,,,
617.0,미원홀딩스,95900.0,"상승  1,300",+1.37%,500.0,1809.0,12.62,0.91,1.092
618.0,동성케미컬,4445.0,하락  5,-0.11%,1000.0,65081.0,6.21,0.55,0.66
619.0,롯데하이마트,9350.0,상승  30,+0.32%,5000.0,6351.0,-6.0,0.18,0.216
620.0,삼화페인트,8110.0,하락  140,-1.70%,500.0,511911.0,11.6,0.63,0.756
621.0,KOSEF 인도Nifty50(합성),23855.0,상승  5,+0.02%,0.0,38891.0,,,
622.0,일진홀딩스,4430.0,하락  15,-0.34%,1000.0,124219.0,8.07,0.45,0.54
623.0,AJ네트웍스,4825.0,하락  85,-1.73%,1000.0,129857.0,12.94,0.52,0.624
624.0,이엔플러스,3000.0,하락  135,-4.31%,500.0,1464646.0,-3.75,2.94,3.528
625.0,삼성전기우,74500.0,상승  500,+0.68%,5000.0,8191.0,11.69,0.7,0.84
626.0,주성코퍼레이션,4100.0,보합0,0.00%,500.0,0.0,-164.0,9.35,11.219999999999999
627.0,JW홀딩스,2925.0,하락  10,-0.34%,500.0,48276.0,15.0,1.67,2.004
628.0,대덕,6380.0,상승  50,+0.79%,500.0,65476.0,21.77,0.37,0.444
629.0,KODEX 미국나스닥100(H),14700.0,하락  105,-0.71%,0.0,152368.0,,,
630.0,서연,9150.0,하락  40,-0.44%,500.0,89983.0,1.81,0.29,0.348
631.0,SOL 200TR,13020.0,하락  15,-0.12%,0.0,470252.0,,,
632.0,한독,15580.0,하락  60,-0.38%,500.0,255197.0,-8.03,0.64,0.768
633.0,KODEX 국고채10년액티브,105070.0,하락  90,-0.09%,0.0,70079.0,,,
634.0,동양,891.0,상승  1,+0.11%,500.0,219965.0,27.84,0.22,0.264
635.0,SK디앤디,11400.0,하락  510,-4.28%,1000.0,246585.0,2.66,0.4,0.48
636.0,한국공항,66900.0,하락  500,-0.74%,5000.0,10424.0,4.47,0.57,0.6839999999999999
637.0,키움 INDXX 미국테크탑10 ETN,21170.0,하락  235,-1.10%,0.0,0.0,,,
638.0,ARIRANG 단기채권액티브,113165.0,상승  15,+0.01%,0.0,510.0,,,
639.0,경방,7670.0,하락  280,-3.52%,500.0,2072.0,-26.54,0.26,0.312
640.0,NH투자증권우,11100.0,상승  20,+0.18%,5000.0,35540.0,6.99,0.51,0.612
641.0,하이트진로홀딩스,9020.0,보합0,0.00%,5000.0,8791.0,451.0,0.37,0.444
642.0,SOL 조선TOP3플러스,10270.0,하락  100,-0.96%,0.0,464205.0,,,
643.0,대교,2445.0,상승  5,+0.20%,500.0,14317.0,-3.13,0.62,0.744
644.0,동국씨엠,6910.0,상승  60,+0.88%,5000.0,78447.0,5.48,0.21,0.252
645.0,한투 레버리지 나스닥 100 ETN,41285.0,하락  420,-1.01%,0.0,442.0,,,
646.0,KBSTAR 2차전지액티브,9275.0,상승  90,+0.98%,0.0,1241377.0,,,
647.0,성신양회,8400.0,상승  150,+1.82%,5000.0,69334.0,2.69,0.39,0.46799999999999997
648.0,금호석유우,67900.0,상승  600,+0.89%,5000.0,2306.0,5.21,0.31,0.372
649.0,다올투자증권,3365.0,상승  70,+2.12%,5000.0,97299.0,-21.57,0.34,0.40800000000000003
650.0,코오롱,16160.0,상승  70,+0.44%,5000.0,22292.0,-9.76,0.2,0.24
651.0,코람코더원리츠,5040.0,하락  10,-0.20%,500.0,33521.0,69.04,1.01,1.212
652.0,현대리바트,9910.0,상승  40,+0.41%,1000.0,102075.0,-9.0,0.49,0.588
653.0,경동인베스트,85600.0,하락  600,-0.70%,5000.0,91618.0,13.02,0.41,0.49199999999999994
654.0,CJ제일제당 우,152500.0,상승  900,+0.59%,5000.0,3927.0,5.3,0.33,0.396
655.0,디아이씨,5200.0,상승  10,+0.19%,500.0,239054.0,7.48,1.47,1.764
656.0,이구산업,6030.0,하락  120,-1.95%,500.0,2260655.0,241.2,1.62,1.944
657.0,일신방직,8630.0,보합0,0.00%,500.0,13259.0,59.11,0.21,0.252
658.0,아시아나IDT,18060.0,상승  200,+1.12%,500.0,84153.0,17.85,1.23,1.476
659.0,AK홀딩스,15100.0,상승  220,+1.48%,5000.0,2213.0,10.23,0.33,0.396
660.0,TYM,4425.0,하락  5,-0.11%,2500.0,93125.0,4.53,0.48,0.576
661.0,SNT에너지,9630.0,하락  20,-0.21%,500.0,210933.0,8.52,0.67,0.804
662.0,한국제지,1038.0,하락  2,-0.19%,1000.0,49589.0,-2.61,0.44,0.528
663.0,만호제강,47150.0,보합0,0.00%,1000.0,0.0,-6.6,0.61,0.732
664.0,GS글로벌,2360.0,보합0,0.00%,2500.0,211468.0,6.47,0.45,0.54
665.0,KODEX 차이나항셍테크,5740.0,상승  30,+0.53%,0.0,190599.0,,,
666.0,경농,9950.0,하락  10,-0.10%,500.0,55402.0,12.13,0.67,0.804
667.0,삼영전자,9660.0,하락  120,-1.23%,500.0,121102.0,17.07,0.36,0.432
668.0,코오롱모빌리티그룹,3070.0,하락  30,-0.97%,500.0,183851.0,66.74,1.07,1.284
669.0,무림P&P,3090.0,하락  10,-0.32%,2500.0,31064.0,-6.08,0.32,0.384
670.0,KSS해운,8330.0,상승  250,+3.09%,500.0,30176.0,11.43,0.43,0.516
671.0,한세예스24홀딩스,4780.0,상승  110,+2.36%,500.0,13217.0,3.48,0.38,0.45599999999999996
672.0,JW생명과학,12070.0,상승  50,+0.42%,2500.0,16106.0,7.46,1.19,1.428
673.0,우진,9390.0,상승  20,+0.21%,500.0,757381.0,16.62,1.09,1.308
674.0,신세계 I&C,11050.0,상승  140,+1.28%,500.0,9089.0,6.39,0.38,0.45599999999999996
675.0,S-Oil우,47150.0,보합0,0.00%,2500.0,5734.0,6.47,0.61,0.732
676.0,TIGER 미국S&P500선물(H),57820.0,하락  140,-0.24%,0.0,34386.0,,,
677.0,KODEX 미국나스닥100레버리지(합성 H),9905.0,하락  115,-1.15%,0.0,133175.0,,,
678.0,노루페인트,9380.0,상승  70,+0.75%,500.0,128419.0,6.45,0.51,0.612
679.0,키다리스튜디오,5040.0,상승  155,+3.17%,500.0,7969203.0,-5.15,0.9,1.08
680.0,그린케미칼,7760.0,하락  450,-5.48%,500.0,346887.0,48.5,1.52,1.8239999999999998
681.0,사조산업,37200.0,상승  50,+0.13%,5000.0,6990.0,7.55,0.34,0.40800000000000003
682.0,KBSTAR 단기국공채액티브,109125.0,상승  5,0.00%,0.0,1564.0,,,
683.0,LG우,61400.0,상승  100,+0.16%,5000.0,3724.0,8.54,0.36,0.432
684.0,넥스틸,7090.0,하락  50,-0.70%,500.0,164789.0,1.3,0.43,0.516
685.0,한솔테크닉스,5740.0,상승  40,+0.70%,5000.0,42385.0,4.76,0.51,0.612
686.0,1Q 단기금융채액티브,103695.0,상승  10,+0.01%,0.0,17511.0,,,
687.0,태림포장,2600.0,상승  15,+0.58%,500.0,59589.0,520.0,0.54,0.648
688.0,삼성출판사,18360.0,상승  240,+1.32%,500.0,55395.0,25.22,1.1,1.32
689.0,티와이홀딩스,3640.0,상승  20,+0.55%,500.0,24277.0,-0.21,0.21,0.252
690.0,NPC,4985.0,하락  25,-0.50%,500.0,31420.0,11.49,0.56,0.672
691.0,SOL 2차전지소부장Fn,6250.0,상승  75,+1.21%,0.0,328154.0,,,
692.0,진양홀딩스,3270.0,하락  25,-0.76%,500.0,25996.0,13.4,0.51,0.612
693.0,TIGER AI반도체핵심공정,13430.0,하락  5,-0.04%,0.0,841158.0,,,
694.0,대창단조,6390.0,하락  10,-0.16%,500.0,63463.0,5.64,0.6,0.72
695.0,ARIRANG 머니마켓액티브,50375.0,하락  5,-0.01%,0.0,199152.0,,,
696.0,SOL 24-12 회사채(AA-이상)액티브,51475.0,상승  5,+0.01%,0.0,4003.0,,,
697.0,진원생명과학,2265.0,상승  20,+0.89%,1000.0,156176.0,-2.39,1.59,1.908
698.0,ARIRANG 코스피TR,14260.0,상승  15,+0.11%,0.0,48.0,,,
699.0,HANARO MSCI Korea TR,15190.0,상승  40,+0.26%,0.0,50.0,,,
700.0,ARIRANG 국고채30년액티브,99865.0,하락  290,-0.29%,0.0,462.0,,,
701.0,HANARO Fn K-반도체,11885.0,하락  145,-1.21%,0.0,239235.0,,,
702.0,동아지질,12680.0,보합0,0.00%,500.0,16569.0,16.91,0.78,0.9359999999999999
703.0,선진,7480.0,상승  30,+0.40%,500.0,34921.0,10.72,0.42,0.504
704.0,경보제약,7440.0,보합0,0.00%,500.0,0.0,33.21,1.23,1.476
705.0,한미글로벌,16070.0,상승  20,+0.12%,500.0,203504.0,11.64,0.86,1.032
706.0,한국석유,13810.0,보합0,0.00%,500.0,532618.0,11.77,0.95,1.14
707.0,DB금융투자,4130.0,하락  20,-0.48%,5000.0,223435.0,28.48,0.17,0.20400000000000001
708.0,아모레G3우(전환),24700.0,상승  250,+1.02%,500.0,22100.0,21.99,0.67,0.804
709.0,KODEX 2차전지산업레버리지,3100.0,상승  35,+1.14%,0.0,4286350.0,,,
710.0,유니켐,1801.0,상승  81,+4.71%,500.0,61898.0,-25.37,1.24,1.488
711.0,태경산업,5920.0,상승  20,+0.34%,500.0,45395.0,12.06,0.58,0.696
712.0,해태제과식품,5930.0,상승  10,+0.17%,500.0,36448.0,6.49,0.58,0.696
713.0,대성산업,3800.0,하락  10,-0.26%,5000.0,222019.0,-39.58,0.24,0.288
714.0,미원화학,77900.0,상승  400,+0.52%,1000.0,193.0,7.09,1.05,1.26
715.0,강남제비스코,26350.0,하락  350,-1.31%,1000.0,5449.0,8.73,0.28,0.336
716.0,동아타이어,12410.0,하락  80,-0.64%,500.0,8349.0,14.97,0.45,0.54
717.0,한신기계,5240.0,하락  150,-2.78%,500.0,1874619.0,-104.8,1.86,2.232
718.0,삼일제약,8130.0,상승  260,+3.30%,500.0,154670.0,-162.6,0.99,1.188
719.0,코오롱글로벌,8920.0,상승  300,+3.48%,5000.0,109856.0,-4.85,0.32,0.384
720.0,CJ씨푸드,4675.0,하락  130,-2.71%,500.0,3843099.0,27.5,2.13,2.5559999999999996
721.0,노루홀딩스,12510.0,상승  70,+0.56%,500.0,14393.0,5.31,0.31,0.372
722.0,자이에스앤디,4270.0,상승  70,+1.67%,1000.0,38570.0,7.97,0.41,0.49199999999999994
723.0,히어로즈 24-09 회사채(AA-이상)액티브,51385.0,상승  15,+0.03%,0.0,11021.0,,,
724.0,KODEX K-로봇액티브,13795.0,하락  85,-0.61%,0.0,83591.0,,,
725.0,SOL 미국30년국채커버드콜(합성),9750.0,상승  85,+0.88%,0.0,328035.0,,,
726.0,태경케미컬,14180.0,상승  280,+2.01%,500.0,77791.0,10.18,1.0,1.2
727.0,신라교역,10270.0,상승  90,+0.88%,500.0,38892.0,4.22,0.28,0.336
728.0,에스엠벡셀,1469.0,하락  2,-0.14%,500.0,44812.0,-13.86,2.42,2.904
729.0,제일파마홀딩스,10220.0,상승  40,+0.39%,500.0,8924.0,-6.27,0.49,0.588
730.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),65240.0,"상승  4,520",+7.44%,0.0,12862.0,,,
731.0,동인기연,26600.0,상승  700,+2.70%,100.0,36956.0,6.72,1.2,1.44
732.0,아주스틸,6100.0,상승  50,+0.83%,500.0,22760.0,-5.65,0.73,0.876
733.0,SOL 미국배당다우존스(H),10575.0,상승  115,+1.10%,0.0,133115.0,,,
734.0,에스제이지세종,5770.0,상승  50,+0.87%,500.0,108008.0,17.17,0.36,0.432
735.0,퍼스텍,3275.0,하락  55,-1.65%,500.0,464689.0,32.11,2.63,3.1559999999999997
736.0,대동전자,15150.0,하락  760,-4.78%,500.0,14693.0,11.27,0.51,0.612
737.0,KODEX TRF3070,12510.0,상승  15,+0.12%,0.0,30827.0,,,
738.0,TIGER 투자등급회사채액티브,110025.0,하락  25,-0.02%,0.0,2902.0,,,
739.0,삼성물산우B,107400.0,상승  300,+0.28%,100.0,3890.0,8.87,0.49,0.588
740.0,한투 레버리지 S&P500 선물 ETN(H),31500.0,하락  100,-0.32%,0.0,296.0,,,
741.0,KODEX 장기종합채권(AA-이상)액티브KAP,92275.0,상승  190,+0.21%,0.0,200.0,,,
742.0,한국화장품,9730.0,하락  210,-2.11%,500.0,1285536.0,31.29,5.54,6.648
743.0,KODEX 테슬라인컴프리미엄채권혼합액티브,9410.0,상승  30,+0.32%,0.0,237689.0,,,
744.0,무학,5470.0,상승  70,+1.30%,200.0,22800.0,3.6,0.26,0.312
745.0,한컴라이프케어,5620.0,상승  180,+3.31%,200.0,2189734.0,66.9,1.22,1.464
746.0,KBSTAR IT플러스,17910.0,하락  90,-0.50%,0.0,3748.0,,,
747.0,태경비케이,5620.0,보합0,0.00%,500.0,130639.0,6.57,0.78,0.9359999999999999
748.0,KODEX 골드선물(H),14565.0,상승  85,+0.59%,0.0,85354.0,,,
749.0,신세계푸드,39750.0,상승  300,+0.76%,5000.0,9406.0,11.23,0.53,0.636
750.0,삼성제약,1625.0,하락  3,-0.18%,500.0,155910.0,-4.63,1.36,1.6320000000000001
751.0,모나리자,4180.0,상승  55,+1.33%,500.0,3635960.0,16.39,1.89,2.268
752.0,효성ITX,13200.0,하락  90,-0.68%,500.0,29535.0,11.48,2.24,2.688
753.0,디와이파워,13810.0,상승  260,+1.92%,500.0,39073.0,6.02,0.56,0.672
754.0,NH올원리츠,3610.0,상승  25,+0.70%,500.0,31786.0,112.81,0.84,1.008
755.0,TIGER BBIG,5880.0,상승  5,+0.09%,0.0,72890.0,,,
756.0,용평리조트,3135.0,상승  80,+2.62%,5000.0,74635.0,12.2,0.39,0.46799999999999997
757.0,샘표,52300.0,"상승  1,000",+1.95%,1000.0,8994.0,22.86,0.53,0.636
758.0,삼양통상,50000.0,하락  200,-0.40%,5000.0,7812.0,14.49,0.32,0.384
759.0,페이퍼코리아,838.0,상승  5,+0.60%,500.0,30738.0,7.04,0.51,0.612
760.0,사조동아원,1056.0,보합0,0.00%,500.0,515743.0,7.18,0.59,0.708
761.0,한국주철관,6530.0,보합0,0.00%,500.0,19224.0,8.68,0.41,0.49199999999999994
762.0,우신시스템,8100.0,상승  10,+0.12%,500.0,21489.0,26.3,1.26,1.512
763.0,금강공업,5050.0,상승  60,+1.20%,1000.0,77804.0,4.08,0.36,0.432
764.0,TIGER 일본엔선물,8405.0,상승  30,+0.36%,0.0,314357.0,,,
765.0,유수홀딩스,5680.0,상승  90,+1.61%,2500.0,18181.0,16.32,0.42,0.504
766.0,대한화섬,111300.0,상승  400,+0.36%,5000.0,15.0,30.87,0.18,0.216
767.0,덕양산업,4520.0,상승  30,+0.67%,500.0,164359.0,16.38,1.52,1.8239999999999998
768.0,KODEX 글로벌비만치료제TOP2 Plus,11755.0,상승  80,+0.69%,0.0,307692.0,,,
769.0,디와이,5580.0,상승  40,+0.72%,500.0,88902.0,7.53,0.39,0.46799999999999997
770.0,삼성 인버스 2X WTI원유 선물 ETN,98.0,상승  4,+4.26%,0.0,14973249.0,,,
771.0,대창,1602.0,하락  36,-2.20%,500.0,4003930.0,-8.95,0.56,0.672
772.0,TIGER 국고채30년스트립액티브,48840.0,하락  160,-0.33%,0.0,22034.0,,,
773.0,1Q K200액티브,11430.0,상승  10,+0.09%,0.0,11268.0,,,
774.0,금호건설,3935.0,하락  5,-0.13%,5000.0,54668.0,-26.59,0.3,0.36
775.0,TIGER 미국나스닥100TR(H),15085.0,하락  85,-0.56%,0.0,139415.0,,,
776.0,CJ우,63300.0,상승  300,+0.48%,5000.0,2432.0,8.87,0.38,0.45599999999999996
777.0,KoAct 바이오헬스케어액티브,10890.0,하락  60,-0.55%,0.0,57682.0,,,
778.0,KODEX 미국S&P500선물(H),23980.0,하락  50,-0.21%,0.0,5985.0,,,
779.0,한투 코스피 양매도 5% OTM ETN,9430.0,상승  10,+0.11%,0.0,307.0,,,
780.0,대성홀딩스,8740.0,상승  30,+0.34%,1000.0,25868.0,8.84,0.32,0.384
781.0,대신증권2우B,14060.0,상승  80,+0.57%,5000.0,17802.0,9.13,0.31,0.372
782.0,경인양행,3370.0,하락  5,-0.15%,500.0,73517.0,-12.96,0.61,0.732
783.0,한양증권,11000.0,하락  20,-0.18%,5000.0,5888.0,4.15,0.3,0.36
784.0,샘표식품,30600.0,하락  200,-0.65%,500.0,40373.0,12.87,0.58,0.696
785.0,KODEX K-메타버스액티브,7325.0,하락  50,-0.68%,0.0,32323.0,,,
786.0,신흥,14650.0,상승  40,+0.27%,500.0,683.0,16.24,1.21,1.452
787.0,한국무브넥스,4555.0,하락  15,-0.33%,1000.0,158404.0,2.74,0.41,0.49199999999999994
788.0,ACE 단기통안채,101755.0,하락  5,0.00%,0.0,4756.0,,,
789.0,미창석유,79700.0,하락  100,-0.13%,5000.0,839.0,2.8,0.32,0.384
790.0,유니퀘스트,6360.0,상승  90,+1.44%,500.0,89660.0,9.62,0.63,0.756
791.0,KODEX 바이오,7815.0,하락  10,-0.13%,0.0,123159.0,,,
792.0,신한 블룸버그 2X 천연가스 선물 ETN,9180.0,하락  725,-7.32%,0.0,47476.0,,,
793.0,와이투솔루션,3760.0,보합0,0.00%,2500.0,53984.0,14.41,1.29,1.548
794.0,벽산,2035.0,보합0,0.00%,500.0,417437.0,4.67,0.42,0.504
795.0,아남전자,1779.0,상승  23,+1.31%,500.0,172240.0,20.45,1.23,1.476
796.0,KODEX 2차전지핵심소재10 Fn,6700.0,상승  110,+1.67%,0.0,326845.0,,,
797.0,미래에셋 코스피 양매도 5% OTM ETN,9105.0,보합0,0.00%,0.0,0.0,,,
798.0,극동유화,3900.0,하락  70,-1.76%,500.0,3274219.0,9.7,0.66,0.792
799.0,KTcs,3180.0,하락  95,-2.90%,500.0,219247.0,8.11,0.63,0.756
800.0,한투 인버스 2X 코스닥150선물 ETN,6760.0,하락  160,-2.31%,0.0,708792.0,,,
801.0,다이나믹디자인,7810.0,상승  200,+2.63%,500.0,197500.0,-5.43,2.53,3.0359999999999996
802.0,휴비스,3915.0,상승  15,+0.38%,5000.0,288620.0,-1.37,0.49,0.588
803.0,ACE 26-06 회사채(AA-이상)액티브,10575.0,상승  5,+0.05%,0.0,29823.0,,,
804.0,HDC현대EP,4175.0,상승  60,+1.46%,500.0,10721.0,6.07,0.35,0.42
805.0,성창기업지주,1906.0,상승  6,+0.32%,500.0,34422.0,-7.22,0.21,0.252
806.0,KODEX 미국달러선물인버스2X,5855.0,하락  45,-0.76%,0.0,1077877.0,,,
807.0,진흥기업,905.0,하락  2,-0.22%,500.0,243227.0,2.99,0.48,0.576
808.0,TIGER 글로벌AI액티브,14420.0,하락  105,-0.72%,0.0,182802.0,,,
809.0,동성제약,5030.0,하락  20,-0.40%,1000.0,122423.0,-43.74,2.91,3.492
810.0,KCTC,4370.0,상승  60,+1.39%,500.0,161321.0,4.8,0.47,0.564
811.0,TIGER 글로벌4차산업혁신기술(합성 H),16490.0,상승  75,+0.46%,0.0,9966.0,,,
812.0,대영포장,1205.0,상승  1,+0.08%,500.0,226208.0,16.51,0.64,0.768
813.0,광전자,2250.0,보합0,0.00%,500.0,233969.0,60.81,0.49,0.588
814.0,신원,1267.0,상승  10,+0.80%,500.0,118361.0,39.59,0.43,0.516
815.0,금호에이치티,604.0,상승  3,+0.50%,500.0,404813.0,-6.79,0.38,0.45599999999999996
816.0,ACE 11월만기자동연장회사채AA-이상액티브,10250.0,보합0,0.00%,0.0,16683.0,,,
817.0,테이팩스,27000.0,"상승  3,150",+13.21%,500.0,39514.0,20.95,0.85,1.02
818.0,TIGER 글로벌혁신블루칩TOP10,13390.0,상승  60,+0.45%,0.0,115698.0,,,
819.0,덕성,8130.0,상승  180,+2.26%,500.0,263237.0,27.19,1.42,1.704
820.0,TIGER 미국채10년선물,11895.0,상승  110,+0.93%,0.0,52724.0,,,
821.0,NI스틸,4440.0,상승  15,+0.34%,500.0,35401.0,2.88,0.53,0.636
822.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,63320.0,"상승  4,905",+8.40%,0.0,23092.0,,,
823.0,수산중공업,2025.0,상승  5,+0.25%,500.0,254864.0,9.16,0.71,0.852
824.0,디씨엠,11070.0,보합0,0.00%,500.0,7330.0,-7.95,0.4,0.48
825.0,이지스레지던스리츠,4445.0,상승  10,+0.23%,1000.0,31518.0,7.36,0.52,0.624
826.0,KODEX 배당가치,14160.0,상승  90,+0.64%,0.0,19364.0,,,
827.0,인스코비,1084.0,상승  5,+0.46%,500.0,478275.0,-3.67,3.74,4.488
828.0,TIGER 글로벌메타버스액티브,9515.0,보합0,0.00%,0.0,42703.0,,,
829.0,KODEX 미국나스닥100선물(H),21865.0,하락  175,-0.79%,0.0,57370.0,,,
830.0,유화증권,2205.0,하락  35,-1.56%,1000.0,4002.0,22.27,0.26,0.312
831.0,ARIRANG KOFR금리,104330.0,상승  15,+0.01%,0.0,291908.0,,,
832.0,미래에셋글로벌리츠,3155.0,상승  30,+0.96%,1000.0,70495.0,13.66,0.76,0.9119999999999999
833.0,히어로즈 종합채권(AA-이상)액티브,104215.0,상승  85,+0.08%,0.0,8.0,,,
834.0,계룡건설,13990.0,상승  20,+0.14%,5000.0,13533.0,2.45,0.15,0.18
835.0,ACE 엔비디아채권혼합블룸버그,19825.0,하락  175,-0.87%,0.0,223848.0,,,
836.0,동남합성,35450.0,"하락  1,500",-4.06%,500.0,1117.0,18.82,2.37,2.844
837.0,TIGER 여행레저,3400.0,상승  100,+3.03%,0.0,376320.0,,,
838.0,TIMEFOLIO K바이오액티브,9375.0,상승  75,+0.81%,0.0,68704.0,,,
839.0,KH 필룩스,6630.0,보합0,0.00%,500.0,0.0,-1.17,0.28,0.336
840.0,ARIRANG K방산Fn,14970.0,하락  175,-1.16%,0.0,937275.0,,,
841.0,HANARO Fn K-POP&미디어,7300.0,상승  35,+0.48%,0.0,76840.0,,,
842.0,종근당바이오,22300.0,보합0,0.00%,2500.0,5651.0,-6.63,0.97,1.164
843.0,TIGER 중국소비테마,6960.0,상승  60,+0.87%,0.0,39119.0,,,
844.0,TIGER 테슬라채권혼합Fn,10545.0,상승  110,+1.05%,0.0,57833.0,,,
