N,종목명,현재가,전일비,등락률,액면가,전일거래량,PER,PBR,PBR_weighted
1403.0,KoAct 글로벌기후테크인프라액티브,13865.0,상승  270,+1.99%,0.0,66370.0,,,
1404.0,ARIRANG 고배당주채권혼합,11950.0,상승  55,+0.46%,0.0,28258.0,,,
1405.0,솔루스첨단소재2우B,6950.0,하락  50,-0.71%,100.0,36672.0,3.16,0.85,1.02
1406.0,ACE ESG액티브,8195.0,하락  5,-0.06%,0.0,238.0,,,
1407.0,TIGER TSMC밸류체인FACTSET,16345.0,하락  75,-0.46%,0.0,25053.0,,,
1408.0,KBSTAR 내수주플러스,8070.0,상승  15,+0.19%,0.0,1089.0,,,
1409.0,KODEX 코스피TR,13065.0,상승  5,+0.04%,0.0,4324.0,,,
1410.0,KODEX IT,20035.0,하락  265,-1.31%,0.0,31916.0,,,
1411.0,미래에셋 중국 심천 100 ETN,12960.0,상승  160,+1.25%,0.0,0.0,,,
1412.0,대상우,18880.0,상승  350,+1.89%,1000.0,7665.0,9.15,0.52,0.624
1413.0,KODEX K-미래차액티브,9365.0,하락  55,-0.58%,0.0,3764.0,,,
1414.0,ACE 8월만기자동연장회사채AA-이상액티브,10150.0,상승  5,+0.05%,0.0,7733.0,,,
1415.0,삼성 인버스 2X 나스닥 100 ETN,12820.0,상승  215,+1.71%,0.0,131233.0,,,
1416.0,KODEX S&P글로벌인프라(합성),16015.0,상승  385,+2.46%,0.0,4222.0,,,
1417.0,KB 일본 로보틱스 TOP 10 ETN,12790.0,상승  290,+2.32%,0.0,358.0,,,
1418.0,KODEX iShares미국하이일드액티브,10820.0,상승  90,+0.84%,0.0,16200.0,,,
1419.0,ACE 일본반도체,12765.0,상승  155,+1.23%,0.0,5994.0,,,
1420.0,메리츠 레버리지 인플레이션 국채 ETN,12765.0,상승  25,+0.20%,0.0,0.0,,,
1421.0,대한항공우,22900.0,상승  50,+0.22%,5000.0,928.0,7.04,0.88,1.056
1422.0,TIGER 코스피고배당,14580.0,상승  130,+0.90%,0.0,2802.0,,,
1423.0,TIGER 삼성그룹펀더멘털,12170.0,상승  45,+0.37%,0.0,44888.0,,,
1424.0,TIGER 미국달러선물인버스2X,5865.0,하락  50,-0.85%,0.0,31863.0,,,
1425.0,신한 레버리지 구리 선물 ETN,25205.0,하락  220,-0.87%,0.0,7836.0,,,
1426.0,KODEX 미국러셀2000(H),12600.0,상승  165,+1.33%,0.0,18078.0,,,
1427.0,SOL 글로벌탄소배출권선물ICE(합성),13235.0,상승  125,+0.95%,0.0,20986.0,,,
1428.0,TIGER 200커버드콜ATM,8980.0,상승  5,+0.06%,0.0,37495.0,,,
1429.0,KODEX 200롱코스닥150숏선물,8900.0,하락  115,-1.28%,0.0,1594.0,,,
1430.0,KODEX KRX기후변화솔루션,11855.0,하락  60,-0.50%,0.0,357.0,,,
1431.0,KOSEF 미국S&P500,14500.0,상승  45,+0.31%,0.0,262.0,,,
1432.0,TIGER 코스닥150바이오테크,10040.0,상승  100,+1.01%,0.0,52950.0,,,
1433.0,미래에셋 인버스 2X 코스피200 선물 ETN,12130.0,상승  25,+0.21%,0.0,33122.0,,,
1434.0,메리츠 미국채10년 ETN(H),8055.0,상승  5,+0.06%,0.0,2069.0,,,
1435.0,한국주강,2135.0,하락  20,-0.93%,500.0,7750.0,10.31,0.72,0.864
1436.0,한국ANKOR유전,343.0,보합0,0.00%,0.0,800848.0,,,
1437.0,한솔PNS,1165.0,하락  28,-2.35%,500.0,16365.0,-6.37,0.56,0.672
1438.0,메리츠 인플레이션 국채 ETN,11780.0,상승  25,+0.21%,0.0,1.0,,,
1439.0,신한 다우존스지수 선물 ETN(H),23550.0,상승  5,+0.02%,0.0,12.0,,,
1440.0,미래에셋 레버리지 미국 AI TOP3 ETN,23550.0,"하락  1,040",-4.23%,0.0,3808.0,,,
1441.0,대상홀딩스우,25650.0,"상승  1,800",+7.55%,1000.0,29219.0,72.46,1.28,1.536
1442.0,한창,1254.0,보합0,0.00%,500.0,0.0,-1.0,2.68,3.216
1443.0,ARIRANG 우량회사채50 1년,115805.0,상승  5,0.00%,0.0,529.0,,,
1444.0,TIGER 원유선물Enhanced(H),4490.0,하락  60,-1.32%,0.0,107669.0,,,
1445.0,KODEX 배당성장채권혼합,12835.0,상승  35,+0.27%,0.0,5263.0,,,
1446.0,KODEX 보험,9580.0,상승  50,+0.52%,0.0,18504.0,,,
1447.0,KODEX 차이나2차전지MSCI(합성),5565.0,상승  35,+0.63%,0.0,10339.0,,,
1448.0,LX하우시스우,22100.0,상승  250,+1.14%,5000.0,3572.0,2.93,0.26,0.312
1449.0,TIGER KEDI혁신기업ESG30,9665.0,하락  30,-0.31%,0.0,19813.0,,,
1450.0,KODEX 건설,3195.0,상승  45,+1.43%,0.0,67690.0,,,
1451.0,한투 레버리지 구리 선물 ETN,22645.0,하락  175,-0.77%,0.0,186.0,,,
1452.0,QV 레버리지 은 선물 ETN(H),22610.0,하락  935,-3.97%,0.0,13.0,,,
1453.0,메리츠 레버리지 은 선물 ETN(H),22595.0,하락  240,-1.05%,0.0,2619.0,,,
1454.0,KODEX 차이나A50,18780.0,상승  20,+0.11%,0.0,1334.0,,,
1455.0,KBSTAR 중장기국공채액티브,104520.0,하락  30,-0.03%,0.0,86.0,,,
1456.0,녹십자홀딩스2우,26550.0,상승  400,+1.53%,500.0,292.0,-18.99,1.29,1.548
1457.0,ACE 일본TOPIX레버리지(H),44920.0,"상승  1,510",+3.48%,0.0,1399.0,,,
1458.0,KODEX 철강,8600.0,상승  55,+0.64%,0.0,29028.0,,,
1459.0,KODEX 차이나심천ChiNext(합성),7960.0,상승  80,+1.02%,0.0,5239.0,,,
1460.0,TIGER 퓨처모빌리티액티브,9535.0,보합0,0.00%,0.0,2071.0,,,
1461.0,삼성 레버리지 항셍테크 ETN(H) B,22075.0,상승  150,+0.68%,0.0,42170.0,,,
1462.0,KODEX 코스피100,27580.0,하락  100,-0.36%,0.0,6408.0,,,
1463.0,미래에셋 2X 홍콩H 선물 ETN,22050.0,상승  295,+1.36%,0.0,1296.0,,,
1464.0,QV 월간 레버리지 선진국 1등주 ETN,22040.0,상승  30,+0.14%,0.0,0.0,,,
1465.0,KoAct 글로벌AI&로봇액티브,13670.0,하락  260,-1.87%,0.0,43817.0,,,
1466.0,ARIRANG ESG가치주액티브,8575.0,하락  5,-0.06%,0.0,1419.0,,,
1467.0,메리츠 레버리지 국채30년 ETN,5460.0,하락  10,-0.18%,0.0,1819.0,,,
1468.0,ACE 미국나스닥100채권혼합액티브,12120.0,상승  35,+0.29%,0.0,18841.0,,,
1469.0,KODEX 게임산업,6800.0,하락  30,-0.44%,0.0,28576.0,,,
1470.0,마이티 다이나믹퀀트액티브,12635.0,하락  65,-0.51%,0.0,8.0,,,
1471.0,QV 미국달러 SOFR금리 플러스 ETN,10850.0,상승  20,+0.18%,0.0,93.0,,,
1472.0,ACE 2차전지&친환경차액티브,11420.0,상승  125,+1.11%,0.0,7193.0,,,
1473.0,ACE 아시아TOP50S&P,14410.0,상승  80,+0.56%,0.0,4051.0,,,
1474.0,미래에셋 인버스 2X 옥수수 선물 ETN,21540.0,상승  395,+1.87%,0.0,15.0,,,
1475.0,QV iSelect 글로벌 EMP ETN(H),10750.0,보합0,0.00%,0.0,0.0,,,
1476.0,ACE 코스닥150,13410.0,상승  190,+1.44%,0.0,7409.0,,,
1477.0,KBSTAR 200선물인버스2X,2165.0,상승  5,+0.23%,0.0,394070.0,,,
1478.0,QV 코스피 200 TR ETN,10670.0,상승  5,+0.05%,0.0,3.0,,,
1479.0,미래에셋 인버스 코스피200 선물 ETN,10655.0,상승  5,+0.05%,0.0,11733.0,,,
1480.0,KOSEF 미국나스닥100(H),15220.0,하락  100,-0.65%,0.0,117320.0,,,
1481.0,신한 인버스 코스피 200 선물 ETN,10645.0,상승  20,+0.19%,0.0,191.0,,,
1482.0,넥센타이어1우B,3265.0,하락  10,-0.31%,500.0,2323.0,2.57,0.19,0.22799999999999998
1483.0,ACE 미국친환경그린테마INDXX,9410.0,상승  320,+3.52%,0.0,680.0,,,
1484.0,KBSTAR 글로벌4차산업IT(합성 H),28170.0,하락  420,-1.47%,0.0,10447.0,,,
1485.0,KB 일본 컨슈머 TOP 10 ETN,10560.0,상승  190,+1.83%,0.0,15.0,,,
1486.0,QV 선진국 1등주 ETN,10535.0,보합0,0.00%,0.0,0.0,,,
1487.0,KODEX 미국부동산리츠(H),11025.0,상승  275,+2.56%,0.0,14828.0,,,
1488.0,KB 레버리지 FANG 플러스 ETN(H),41760.0,하락  925,-2.17%,0.0,373.0,,,
1489.0,1Q 차이나H(H),11585.0,상승  160,+1.40%,0.0,23.0,,,
1490.0,미래에셋 레버리지 미국 방위산업 TOP3 ETN,20770.0,상승  495,+2.44%,0.0,94.0,,,
1491.0,메리츠 KIS 통안채 1년 ETN,51915.0,보합0,0.00%,0.0,0.0,,,
1492.0,TIGER 미국캐시카우100,11845.0,상승  330,+2.87%,0.0,10406.0,,,
1493.0,SHD,17000.0,보합0,0.00%,5000.0,2239.0,-14.78,0.41,0.49199999999999994
1494.0,KODEX 배당성장,15290.0,상승  110,+0.72%,0.0,4240.0,,,
1495.0,메리츠 인버스 국채3년 ETN,10225.0,상승  5,+0.05%,0.0,155.0,,,
1496.0,TIMEFOLIO 미국S&P500액티브,17935.0,하락  175,-0.97%,0.0,96008.0,,,
1497.0,대신 인버스 2X 코스닥 150 선물 ETN,6780.0,하락  125,-1.81%,0.0,7277.0,,,
1498.0,TIGER 리츠부동산인프라채권TR KIS,4840.0,보합0,0.00%,0.0,1165.0,,,
1499.0,KODEX KRX300,16910.0,하락  45,-0.27%,0.0,2864.0,,,
1500.0,TIGER 차이나클린에너지SOLACTIVE,5830.0,하락  90,-1.52%,0.0,3898.0,,,
1501.0,QV 월간 레버리지 코스피 200 선물 ETN,20195.0,보합0,0.00%,0.0,0.0,,,
1502.0,KB 인버스 2X KOSDAQ 150 선물 ETN,6725.0,하락  160,-2.32%,0.0,36271.0,,,
1503.0,KODEX 3대농산물선물(H),10185.0,상승  30,+0.30%,0.0,45068.0,,,
1504.0,코리아써우,6790.0,상승  60,+0.89%,500.0,2641.0,-5.76,0.44,0.528
1505.0,대신 KAP 통안채 3개월 ETN,50305.0,보합0,0.00%,0.0,0.0,,,
1506.0,대신 KAP 통안채 6개월 ETN,50290.0,보합0,0.00%,0.0,0.0,,,
1507.0,SOL 200 Top10,8340.0,하락  60,-0.71%,0.0,1169.0,,,
1508.0,HANARO Fn전기&수소차,8690.0,하락  40,-0.46%,0.0,4859.0,,,
1509.0,한투 레버리지 플래티넘 선물 ETN,19945.0,하락  130,-0.65%,0.0,745.0,,,
1510.0,메리츠 국채10년 ETN,9945.0,하락  5,-0.05%,0.0,57.0,,,
1511.0,KB 블룸버그 레버리지 천연가스 선물 ETN,7925.0,하락  645,-7.53%,0.0,33591.0,,,
1512.0,신한 K200 USD 선물 바이셀 ETN,9835.0,보합0,0.00%,0.0,0.0,,,
1513.0,하나 레버리지 구리 선물 ETN(H),19645.0,보합0,0.00%,0.0,771.0,,,
1514.0,ACE 미국30년국채액티브,9800.0,상승  35,+0.36%,0.0,25921.0,,,
1515.0,미래에셋 코스닥150 선물 ETN,9800.0,상승  40,+0.41%,0.0,2.0,,,
1516.0,TIGER 게임TOP10,5275.0,하락  25,-0.47%,0.0,93310.0,,,
1517.0,키움 인버스 미국달러선물 ETN,9695.0,하락  30,-0.31%,0.0,0.0,,,
1518.0,메리츠 레버리지 구리 선물 ETN(H),19365.0,하락  250,-1.27%,0.0,5016.0,,,
1519.0,삼성 레버리지 구리 선물 ETN(H),19340.0,하락  275,-1.40%,0.0,43216.0,,,
1520.0,QV 레버리지 구리 선물 ETN(H),19300.0,하락  220,-1.13%,0.0,28.0,,,
1521.0,키움 코스닥 150 TR ETN,9600.0,상승  60,+0.63%,0.0,2.0,,,
1522.0,대덕전자1우,9130.0,상승  60,+0.66%,500.0,5570.0,29.17,0.55,0.66
1523.0,QV 코스닥 150 TR ETN,9555.0,상승  40,+0.42%,0.0,2.0,,,
1524.0,TIGER 배당성장,19135.0,상승  105,+0.55%,0.0,2102.0,,,
1525.0,한투 FTSE100 ETN,18770.0,상승  245,+1.32%,0.0,0.0,,,
1526.0,대한제당우,2890.0,상승  5,+0.17%,500.0,35701.0,9.63,0.5,0.6
1527.0,한국패러랠,234.0,하락  3,-1.27%,0.0,287225.0,,,
1528.0,KBSTAR 배터리 리사이클링iSelect,11010.0,상승  40,+0.36%,0.0,14146.0,,,
1529.0,ACE 글로벌메타버스테크액티브,12385.0,하락  155,-1.24%,0.0,1065.0,,,
1530.0,TIGER KRX기후변화솔루션,11960.0,하락  50,-0.42%,0.0,439.0,,,
1531.0,ACE 국고채3년,102735.0,상승  40,+0.04%,0.0,67.0,,,
1532.0,미래에셋 코스피200 선물 ETN,9200.0,하락  50,-0.54%,0.0,34.0,,,
1533.0,KODEX 에너지화학,13815.0,상승  210,+1.54%,0.0,12015.0,,,
1534.0,TIGER 200TR,20365.0,하락  15,-0.07%,0.0,4180.0,,,
1535.0,하나 인버스 2X 옥수수 선물 ETN(H),18285.0,상승  345,+1.92%,0.0,181.0,,,
1536.0,ACE 글로벌인컴TOP10 SOLACTIVE,10730.0,상승  75,+0.70%,0.0,10395.0,,,
1537.0,KODEX 미국S&P500산업재(합성),29190.0,상승  370,+1.28%,0.0,1480.0,,,
1538.0,하이트진로2우B,15940.0,하락  50,-0.31%,5000.0,584.0,28.46,1.05,1.26
1539.0,KBSTAR 미국S&P원유생산기업(합성 H),6750.0,상승  85,+1.28%,0.0,17676.0,,,
1540.0,KODEX 미국S&P바이오(합성),26550.0,상승  700,+2.71%,0.0,3831.0,,,
1541.0,신한 옥수수 선물 ETN(H),8910.0,하락  120,-1.33%,0.0,2918.0,,,
1542.0,KODEX 유럽명품TOP10 STOXX,9625.0,상승  185,+1.96%,0.0,6421.0,,,
1543.0,QV 월간 레버리지 코스닥 150 선물 ETN,17650.0,보합0,0.00%,0.0,0.0,,,
1544.0,KB CSI 300 ETN,8820.0,상승  45,+0.51%,0.0,36000.0,,,
1545.0,TIGER MSCI KOREA ESG리더스,9020.0,하락  35,-0.39%,0.0,65.0,,,
1546.0,ACE 러시아MSCI(합성),9505.0,보합0,0.00%,0.0,0.0,,,
1547.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1756.0,하락  3,-0.17%,0.0,86994.0,,,
1548.0,HANARO 코스닥150,13100.0,하락  95,-0.72%,0.0,719.0,,,
1549.0,ARIRANG 미국S&P500,13490.0,상승  25,+0.19%,0.0,2965.0,,,
1550.0,덕성우,12590.0,상승  140,+1.12%,500.0,4897.0,42.11,2.2,2.64
1551.0,ACE KPOP포커스,8150.0,상승  45,+0.56%,0.0,214781.0,,,
1552.0,KODEX iShares미국투자등급회사채액티브,10890.0,상승  100,+0.93%,0.0,43783.0,,,
1553.0,KOSEF 미국원유에너지기업,11540.0,상승  80,+0.70%,0.0,63792.0,,,
1554.0,TIGER 200 건설,3045.0,상승  10,+0.33%,0.0,81171.0,,,
1555.0,메리츠 미국 인플레이션 국채 ETN(H),8615.0,보합0,0.00%,0.0,1.0,,,
1556.0,한투 레버리지 유로스탁스50 ETN(H) B,17165.0,보합0,0.00%,0.0,2.0,,,
1557.0,태양금속우,5160.0,상승  295,+6.06%,500.0,15039.0,53.75,1.81,2.172
1558.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),16975.0,상승  35,+0.21%,0.0,18.0,,,
1559.0,TIGER 차이나반도체FACTSET,5170.0,하락  40,-0.77%,0.0,70911.0,,,
1560.0,삼양홀딩스우,55500.0,상승  300,+0.54%,5000.0,663.0,2.71,0.21,0.252
1561.0,SOL 자동차소부장Fn,10545.0,하락  5,-0.05%,0.0,984.0,,,
1562.0,HANARO 글로벌탄소배출권선물ICE(합성),10885.0,상승  55,+0.51%,0.0,4741.0,,,
1563.0,KBSTAR 200선물레버리지,16845.0,하락  25,-0.15%,0.0,83776.0,,,
1564.0,KB 레버리지 KOSDAQ 150 선물 ETN,33690.0,상승  725,+2.20%,0.0,932.0,,,
1565.0,신한 인버스 옥수수 선물 ETN(H),8410.0,상승  65,+0.78%,0.0,46.0,,,
1566.0,미래에셋 인버스 코스닥150 선물 ETN,8405.0,하락  10,-0.12%,0.0,201.0,,,
1567.0,KOSEF 미국달러선물레버리지,14000.0,상승  110,+0.79%,0.0,5553.0,,,
1568.0,KB CSI 500 ETN,8395.0,상승  70,+0.84%,0.0,150.0,,,
1569.0,미래에셋 -2X 홍콩H 선물 ETN(H),16750.0,하락  160,-0.95%,0.0,3407.0,,,
1570.0,신한 인버스 코스닥 150 선물 ETN,8370.0,하락  95,-1.12%,0.0,98.0,,,
1571.0,QV US 500 월간레버리지 ETN(H),33340.0,보합0,0.00%,0.0,0.0,,,
1572.0,TIGER 농산물선물Enhanced(H),6405.0,하락  25,-0.39%,0.0,28619.0,,,
1573.0,삼성 인버스 2X S&P500 선물 ETN,16550.0,상승  135,+0.82%,0.0,1372.0,,,
1574.0,TIGER 단기선진하이일드(합성 H),12700.0,상승  80,+0.63%,0.0,1092.0,,,
1575.0,메리츠 레버리지 대표 농산물 선물 ETN(H),16485.0,하락  30,-0.18%,0.0,1556.0,,,
1576.0,TIGER 스페이스테크iSelect,11360.0,하락  100,-0.87%,0.0,35431.0,,,
1577.0,메리츠 인버스 2X 미국채30년 ETN(H),16465.0,하락  245,-1.47%,0.0,1229.0,,,
1578.0,KOSEF 국고채3년,109435.0,상승  95,+0.09%,0.0,16.0,,,
1579.0,대신 밀 선물 ETN(H),8175.0,상승  35,+0.43%,0.0,3086.0,,,
1580.0,KODEX 53-09 국고채액티브,10565.0,하락  20,-0.19%,0.0,4452.0,,,
1581.0,KODEX 미국나스닥100선물인버스(H),8555.0,상승  55,+0.65%,0.0,135433.0,,,
1582.0,미래에셋 레버리지 옥수수 선물 ETN,16245.0,하락  220,-1.34%,0.0,1839.0,,,
1583.0,일정실업,13460.0,상승  100,+0.75%,5000.0,3578.0,-43.99,4.48,5.376
1584.0,메리츠 인버스 2X 미국채10년 ETN(H),16150.0,하락  140,-0.86%,0.0,439.0,,,
1585.0,ACE 주주환원가치주액티브,11960.0,상승  160,+1.36%,0.0,67223.0,,,
1586.0,TIGER 탄소효율그린뉴딜,8965.0,하락  35,-0.39%,0.0,1161.0,,,
1587.0,SOL 미국테크TOP10,10405.0,하락  85,-0.81%,0.0,394670.0,,,
1588.0,한투 인버스 2X 구리 선물 ETN,16080.0,상승  210,+1.32%,0.0,17079.0,,,
1589.0,KODEX 구리선물(H),8035.0,보합0,0.00%,0.0,166921.0,,,
1590.0,한투 인버스 2X 금 선물 ETN,16050.0,하락  150,-0.93%,0.0,7420.0,,,
1591.0,KODEX 미국S&P500헬스케어,11850.0,하락  20,-0.17%,0.0,14950.0,,,
1592.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),15970.0,하락  305,-1.87%,0.0,9108.0,,,
1593.0,KB 인버스 2X 나스닥 100 ETN,3980.0,상승  70,+1.79%,0.0,233647.0,,,
1594.0,KBSTAR 200선물인버스,5485.0,보합0,0.00%,0.0,4986.0,,,
1595.0,KBSTAR 삼성그룹Top3채권혼합블룸버그,9940.0,하락  25,-0.25%,0.0,23751.0,,,
1596.0,에셋플러스 코리아플랫폼액티브,6860.0,상승  75,+1.11%,0.0,5325.0,,,
1597.0,SOL 미국나스닥100,10840.0,하락  20,-0.18%,0.0,21128.0,,,
1598.0,삼성 인버스 2X 항셍테크 ETN(H),7835.0,상승  5,+0.06%,0.0,24230.0,,,
1599.0,WOORI 미국S&P500,13575.0,상승  25,+0.18%,0.0,4954.0,,,
1600.0,코아스,502.0,상승  15,+3.08%,500.0,77577.0,-2.32,1.46,1.752
1601.0,TIGER 차이나CSI300인버스(합성),8550.0,하락  80,-0.93%,0.0,1642.0,,,
1602.0,TIGER 유로스탁스배당30,12730.0,상승  90,+0.71%,0.0,1900.0,,,
1603.0,한투 금 선물 ETN,15235.0,상승  195,+1.30%,0.0,25.0,,,
1604.0,TIGER 글로벌사이버보안INDXX,11900.0,하락  125,-1.04%,0.0,4121.0,,,
1605.0,미래에셋 2X 미국채울트라30년 선물 ETN,7615.0,상승  135,+1.80%,0.0,1611.0,,,
1606.0,한투 레버리지 베트남 VN30 선물 ETN(H),15185.0,상승  245,+1.64%,0.0,1552.0,,,
1607.0,TIGER 200 에너지화학,12375.0,상승  225,+1.85%,0.0,9587.0,,,
1608.0,BNK 주주가치액티브,13645.0,상승  65,+0.48%,0.0,114.0,,,
1609.0,ARIRANG 선진국MSCI(합성 H),12230.0,상승  265,+2.21%,0.0,6697.0,,,
1610.0,KB 레버리지 KOSPI 200 선물 ETN,29805.0,하락  70,-0.23%,0.0,190.0,,,
1611.0,SOL 미국30년국채액티브(H),9030.0,상승  60,+0.67%,0.0,9924.0,,,
1612.0,KODEX KRX300레버리지,14875.0,하락  160,-1.06%,0.0,197.0,,,
1613.0,KBSTAR 미국반도체NYSE,15655.0,상승  10,+0.06%,0.0,4965.0,,,
1614.0,TIGER MKF배당귀족,12910.0,상승  85,+0.66%,0.0,3616.0,,,
1615.0,메리츠 인버스 2X 국채30년 ETN,14830.0,하락  30,-0.20%,0.0,261.0,,,
1616.0,KBSTAR 채권혼합,61490.0,하락  15,-0.02%,0.0,184.0,,,
1617.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,7325.0,하락  605,-7.63%,0.0,23933.0,,,
1618.0,KODEX 미국S&P500테크놀로지,12730.0,하락  175,-1.36%,0.0,4921.0,,,
1619.0,하나 S&P 인버스 2X WTI원유 선물 ETN,14615.0,상승  605,+4.32%,0.0,64.0,,,
1620.0,KBSTAR 미국고정배당우선증권ICE TR,10820.0,상승  125,+1.17%,0.0,5638.0,,,
1621.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,2430.0,상승  30,+1.25%,0.0,174875.0,,,
1622.0,KODEX 차이나과창판STAR50(합성),5820.0,상승  75,+1.31%,0.0,5838.0,,,
1623.0,하나 S&P 레버리지 WTI원유 선물 ETN,14520.0,하락  400,-2.68%,0.0,12.0,,,
1624.0,QV 블룸버그 -2X WTI원유선물 ETN,14495.0,상승  550,+3.94%,0.0,153.0,,,
1625.0,KB S&P 인버스 2X WTI원유 선물 ETN,14475.0,상승  475,+3.39%,0.0,67565.0,,,
1626.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,14470.0,상승  485,+3.47%,0.0,7511.0,,,
1627.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,14420.0,하락  385,-2.60%,0.0,8906.0,,,
1628.0,QV 블룸버그 2X WTI원유선물 ETN,14415.0,하락  365,-2.47%,0.0,40.0,,,
1629.0,KBSTAR V&S셀렉트밸류채권혼합,12000.0,상승  5,+0.04%,0.0,2197.0,,,
1630.0,한화우,29950.0,상승  300,+1.01%,5000.0,336.0,-18.46,0.28,0.336
1631.0,대신 천연가스 선물 ETN(H),4780.0,하락  175,-3.53%,0.0,25816.0,,,
1632.0,KODEX 200exTOP,11945.0,하락  45,-0.38%,0.0,7.0,,,
1633.0,KOSEF 코스닥150,6610.0,상승  60,+0.92%,0.0,1316.0,,,
1634.0,NPC우,2700.0,하락  5,-0.18%,500.0,19144.0,6.22,0.3,0.36
1635.0,ACE 멕시코MSCI(합성),15730.0,상승  260,+1.68%,0.0,9301.0,,,
1636.0,ACE 원자력테마딥서치,17680.0,상승  220,+1.26%,0.0,23427.0,,,
1637.0,KODEX 33-06 국고채액티브,10300.0,보합0,0.00%,0.0,3784.0,,,
1638.0,코오롱우,13110.0,상승  70,+0.54%,5000.0,985.0,-7.92,0.16,0.192
1639.0,TIGER 코스닥150선물인버스,3735.0,하락  30,-0.80%,0.0,1283315.0,,,
1640.0,에이리츠,3130.0,보합0,0.00%,5000.0,0.0,-14.29,0.43,0.516
1641.0,대신 2X 철광석 선물 ETN(H),13960.0,상승  45,+0.32%,0.0,352.0,,,
1642.0,KB 레버리지 금 선물 ETN(H),27880.0,상승  450,+1.64%,0.0,109.0,,,
1643.0,TIGER K게임,7535.0,상승  20,+0.27%,0.0,21488.0,,,
1644.0,코오롱모빌리티그룹우,5670.0,상승  70,+1.25%,500.0,680.0,123.26,1.98,2.376
1645.0,한투 일본종합상사TOP5 ETN,13835.0,상승  255,+1.88%,0.0,1630.0,,,
1646.0,KODEX 코스피대형주,12560.0,하락  10,-0.08%,0.0,1147.0,,,
1647.0,VITA MZ소비액티브,9195.0,하락  45,-0.49%,0.0,23158.0,,,
1648.0,하나 레버리지 옥수수 선물 ETN(H),13780.0,하락  235,-1.68%,0.0,6032.0,,,
1649.0,한투 인버스 2X 플래티넘 선물 ETN,13760.0,상승  175,+1.29%,0.0,1741.0,,,
1650.0,히어로즈 25-09 미국채권(AA-이상)액티브,52915.0,상승  225,+0.43%,0.0,12157.0,,,
1651.0,한투 은 선물 ETN,13735.0,하락  105,-0.76%,0.0,15.0,,,
1652.0,KODEX MSCI KOREA ESG유니버설,10565.0,하락  15,-0.14%,0.0,6.0,,,
1653.0,메리츠 인버스 2X 구리 선물 ETN(H),13710.0,상승  165,+1.22%,0.0,5917.0,,,
1654.0,QV 인버스 레버리지 구리 선물 ETN(H),13675.0,상승  195,+1.45%,0.0,32.0,,,
1655.0,KBSTAR 헬스케어채권혼합,11390.0,하락  15,-0.13%,0.0,1193.0,,,
1656.0,메리츠 인버스 2X 금 선물 ETN(H),13615.0,하락  210,-1.52%,0.0,3956.0,,,
1657.0,대원전선우,5190.0,하락  180,-3.35%,500.0,281570.0,37.07,3.77,4.524
1658.0,메리츠 미국레버리지 인플레이션국채ETN(H),6785.0,상승  75,+1.12%,0.0,3.0,,,
1659.0,메리츠 인버스 미국채30년 ETN(H),13545.0,하락  100,-0.73%,0.0,0.0,,,
1660.0,KOSEF 국고채10년레버리지,104160.0,하락  150,-0.14%,0.0,93.0,,,
1661.0,KBSTAR 버크셔포트폴리오TOP10,10830.0,상승  110,+1.03%,0.0,11516.0,,,
1662.0,신한 인버스 WTI원유 선물 ETN(H),2705.0,상승  45,+1.69%,0.0,6107.0,,,
1663.0,TIGER 200 금융,7910.0,상승  70,+0.89%,0.0,7787.0,,,
1664.0,SOL 반도체전공정,10735.0,상승  20,+0.19%,0.0,98639.0,,,
1665.0,KOSEF KRX100,5590.0,하락  20,-0.36%,0.0,291.0,,,
1666.0,KODEX MSCI Korea,16770.0,하락  30,-0.18%,0.0,55.0,,,
1667.0,KBSTAR 미국장기국채선물(H),8380.0,상승  40,+0.48%,0.0,4087.0,,,
1668.0,QV 인버스 레버리지 금 선물 ETN(H),13395.0,보합0,0.00%,0.0,0.0,,,
1669.0,ARIRANG 미국다우존스고배당주(합성 H),15735.0,상승  215,+1.39%,0.0,7080.0,,,
1670.0,TIGER 원유선물인버스(H),2845.0,상승  50,+1.79%,0.0,15079.0,,,
1671.0,신한 인버스 콩 선물 ETN(H),6675.0,상승  10,+0.15%,0.0,135.0,,,
1672.0,KOSEF 미국달러선물인버스2X,5145.0,하락  45,-0.87%,0.0,13115.0,,,
1673.0,TIGER 글로벌자원생산기업(합성 H),15610.0,상승  155,+1.00%,0.0,1315.0,,,
1674.0,메리츠 인버스 미국채10년 ETN(H),13260.0,보합0,0.00%,0.0,0.0,,,
1675.0,KODEX 미국S&P500금융,13955.0,상승  125,+0.90%,0.0,1287.0,,,
1676.0,ACE 글로벌브랜드TOP10블룸버그,14705.0,상승  70,+0.48%,0.0,1274.0,,,
1677.0,한진칼우,24650.0,상승  450,+1.86%,2500.0,594.0,3.77,0.58,0.696
1678.0,마이티 코스피100,27540.0,하락  245,-0.88%,0.0,3.0,,,
